INSEE,Latitude,Longitude
27384,49.3667,0.316667
27385,49.35,0.566667
27386,49.3167,1.2
27387,48.9167,1.05
27388,49.4167,0.45
27389,49.15,0.966667
2739,49.45,3.366667
27390,48.833333,1.216667
27391,48.8167,1.35
27392,49.3951,1.65945
27393,49.3,0.416667
27394,49.3,1.066667
27395,48.916667,0.516667
27396,49.3628,1.41083
27397,49.0333,1.36667
27398,49.1,0.616667
27399,49.0833,1.38333
2740,49.816667,3.95
27400,48.966667,1.4
27401,49.0667,1.1
27402,48.9333,1
27403,49.1833,1.11667
27404,48.9,0.566667
27405,49.383333,1.666667
27406,48.766667,1.3
27407,49.3167,1.46667
27408,49.166667,1.5
27409,48.866667,1.083333
2741,49.816667,3.466667
27410,49.0167,1.26667
27411,48.85,1.166667
27412,49.2333,1.08333
27413,49.3,0.666667
27414,48.9333,0.483333
27415,49.222,0.445556
27416,48.8317,1.12167
27417,49.383333,1.583333
27418,49.1833,0.583333
27419,48.9,1.366667
2742,49.75,3.8
27420,49.25,1.55
27421,48.9,1.35
27422,49.216667,1.3
27423,48.7667,1.35
27424,48.9333,0.95
27425,49.116667,0.733333
27426,49.2833,1.73333
27427,48.8653,0.734722
27428,49.15,0.916667
27429,48.933333,1.416667
27430,49.366667,1.55
27431,48.9,0.75
27432,49.183333,0.816667
27433,49.2167,0.633333
27434,49.2167,0.516667
27435,49.2667,0.516667
27436,48.9167,1
27437,49.3295,1.56445
27438,48.766667,1.2
27439,49.0833,1.15
2744,49.083333,3.266667
27440,49.15,1.433333
27441,49.2,0.6
27442,48.8833,0.516667
27445,49.266667,1.383333
27446,49.05,0.966667
27447,48.933333,1.033333
27448,49.0167,1.38333
27449,49.15,1.5
2745,49.683333,3.733333
27450,48.8,1.1
27451,49.033333,1.1
27452,49.15,0.766667
27453,49.416667,1.366667
27454,49.433333,1.383333
27455,49.166667,0.4
27456,49.2,1.183333
27457,48.7667,0.983333
27458,49.3167,1.23333
27459,49.1523,0.414444
2746,49.683333,3.35
27460,49.0833,0.5
27461,49.15,1.183333
27462,49.1,0.433333
27463,49.1333,0.616667
27464,48.933333,1.15
27465,48.983333,1.35
27466,49.066667,0.883333
27467,49.35,0.516667
27468,49.25,0.7
27469,49.3,1.166667
2747,49.866667,3.1
27470,49.3333,1.26667
27471,49.25,1.25
27472,49.033333,0.95
27473,49.1667,1.41667
27474,49.3,1.25
27475,49.2667,0.55
27476,49.316667,0.466667
27477,49.1323,1.44583
27478,48.966667,1.216667
27480,49.35,1.53333
27481,48.7333,0.883333
27482,49.2,0.9
27483,49.1833,1.08333
27484,48.933333,1.283333
27485,49.4667,0.516667
27486,49.1,1.01667
27487,49.35,1.33333
27488,49.4,1.316667
27489,49.0667,1.21667
27490,49.266667,1.533333
27491,48.85,1.05
27492,49,0.85
27493,49.333333,1.266667
27494,48.866667,1.05
27495,49.25,1.333333
27496,49.3667,1.43333
27497,49.3583,0.725
27498,49.15,0.833333
27499,48.9583,0.583333
2750,49.516667,3.233333
27500,49.3833,0.733333
27501,49.0667,1.33333
27502,48.816667,0.7
27503,48.9,1.066667
27504,49.0833,1.06667
27505,48.9534,0.516667
27506,49.2333,0.933333
27507,48.9,1.28333
27508,48.8333,0.666667
27509,48.933333,0.466667
2751,49.466667,3.616667
27510,49.0167,1.36667
27511,49.15,0.983333
27512,49.1667,0.466667
27513,49.0167,0.683333
27514,49.0167,0.5
27515,49.0333,0.7
27516,49.05,0.6
27517,49.15,1.33333
27518,49.466667,0.533333
27519,49.166667,1.316667
2752,49.75,3.15
27520,49.233333,0.633333
27521,48.7,0.816667
27522,49.283333,0.6
27523,49.0667,0.666667
27524,49.1037,0.936389
27525,49.1,1.333333
27526,49.4167,0.633333
27527,49.1833,0.666667
27528,49.25,1.216667
27529,49.25,1.016667
2753,49.95,3.6
27530,48.933333,0.483333
27531,49.266667,0.816667
27532,48.8667,0.966667
27533,49.333333,1.716667
27534,49.2333,1.03333
27535,48.9833,0.966667
27536,49.233333,0.8
27537,49.25,1.21667
27538,49.2667,0.55
27539,49.1167,1.4
2754,49.666667,3.166667
27540,49.0833,1.58333
27541,49.2167,0.55
27542,49.25,0.583333
27543,48.8,1.366667
27544,48.9667,1.28333
27546,49.0833,1.15
27547,49.05,0.416667
27548,48.7667,1.26667
27549,49.35,0.5
2755,49.5,3.55
27550,49.25,0.633333
27551,49.2239,0.562778
27552,49.0167,0.466667
27553,49.1333,1.3
27554,49.1167,1.45
27555,48.85,1.316667
27556,48.883333,0.466667
27557,49.1167,0.65
27558,49.2833,0.75
27559,49.283333,0.333333
2756,49.783333,3.316667
27560,48.975,1.24167
27561,49.3667,0.416667
27562,49.1,1.45
27563,49.3667,0.516667
27564,49.0667,0.45
27565,48.9,0.866667
27566,49.0167,0.65
27567,49.266667,1.566667
27568,48.9667,0.883333
27569,49.1,0.533333
2757,49.933333,3.583333
27570,49.066667,1.066667
27571,49.2833,0.566667
27572,49.216667,0.883333
27573,48.8167,0.933333
27574,49.216667,0.866667
27575,49.066667,0.566667
27576,49.1609,0.837222
27577,49.416667,0.533333
27578,48.8,0.95
27579,49.233333,0.95
2758,49.416667,3.516667
27580,49.35,0.883333
27581,49.383333,0.55
27582,49.2833,0.95
27584,49.216667,0.8
27585,49.333333,0.566667
27586,49.2548,0.784167
27587,49.283333,0.65
27588,49.116667,1.433333
27589,49.1167,1.4
2759,49.866667,3.783333
27590,48.95,0.516667
27591,49.233333,0.383333
27592,49.2,0.666667
27593,49.25,0.966667
27594,49.266667,0.633333
27595,49.266667,0.9
27596,48.9333,0.583333
27597,49.4,0.366667
27598,49.233333,1.216667
27599,49.15,1.4
2760,50.016667,3.566667
27600,49.05,0.583333
27601,49.4333,0.433333
27602,49.016667,1.083333
27603,49.2833,0.516667
27604,49.377,0.446389
27605,49.2448,0.428611
27606,49.3167,0.483333
27607,49.4,0.55
27608,49.0737,0.516944
27609,49.2167,0.6
2761,49.416667,3.983333
27610,48.7,0.85
27611,49.0833,1.26667
27612,49.0667,1.4
27613,49.1,0.483333
27614,49.35,1.683333
27615,49.05,1.216667
27616,49.266667,0.983333
27617,49.316667,1.516667
27618,48.9667,0.833333
2762,49.466667,3.15
27620,49.3,0.5
27621,48.9339,1.36389
27622,49.1,0.716667
27623,49.2,1.06667
27624,49.2,1.1
27625,49.2833,1.51667
27626,49.283333,0.8
27627,49.15,0.533333
27628,48.983333,0.733333
27629,49.1333,0.45
2763,49.35,3.483333
27630,49.15,0.783333
27631,49.266667,0.716667
27632,49.3083,1.55
27633,49.2364,1.60889
27634,48.916667,1.166667
27635,49.25,1.35
27636,49.2667,0.966667
27637,49.316667,0.833333
27638,49.266667,0.95
27639,49.266667,0.916667
2764,49.416667,3.733333
27641,49.0833,0.95
27642,49.116667,0.783333
27643,48.766667,1.066667
27644,49.15,1.53333
27645,49.4,0.616667
27646,49.333333,0.366667
27647,49.2167,1.38333
27648,49.266667,1.116667
27649,49.3506,1.44111
2765,49.533333,3.55
27650,49.0833,0.983333
27651,49.283333,1.266667
27652,49.1,1.116667
27653,49.183333,1.55
27654,49.2333,0.9
27655,49.3314,0.508333
27656,49.366667,0.466667
27657,49.3034,0.759167
27658,49.116667,0.9
27659,48.991667,1.233333
2766,49.466667,3.483333
27660,48.9667,0.516667
27661,49.3601,0.878333
27662,49.3364,0.440833
27663,49.2,0.916667
27664,49.4262,1.47861
27665,49.4167,0.566667
27666,49.133333,1.133333
27667,49.1167,0.6
27668,48.9833,1.25
27669,49.366667,0.616667
27670,49.3833,1.35
27671,49.3,0.433333
27672,49.45,1.38333
27673,49.283333,1.283333
27674,49.05,1.35
27675,48.866667,0.716667
27676,49.2,1.3
27677,49.1667,1.05
27678,48.95,1.08333
27679,48.733333,0.933333
2768,49.483333,3.4
27680,48.916667,0.45
27681,49.0833,1.48333
27682,49.233333,1.65
27683,49.216667,1.4
27685,48.9167,0.75
27686,49.433333,0.6
27687,49.1667,1.28333
27688,48.933333,1.066667
27689,49,1.46667
2769,50.016667,3.516667
27690,49.25,1.6
27691,49.2,1.31667
27692,49.15,1.05
27693,48.9192,1.08972
27694,49.1167,1.36667
27695,49.15,0.866667
27696,48.95,1.5
27697,49.2,1.21667
27698,49.1631,0.901111
27699,49.283333,0.766667
2770,49.366667,3.3
27700,49.2167,1.05
27701,49.2745,1.21028
2771,49.35,3.633333
2772,49.816667,3.15
2773,49.35,3.6
2774,49.916667,3.133333
2775,49.716667,3.35
2776,50.016667,3.216667
2777,48.866667,3.45
2778,49.433333,3.666667
2779,49.966667,3.633333
2780,49.366667,3.383333
2781,49.066667,3.416667
2782,49.933333,3.166667
2783,49.933333,3.583333
2784,49.966667,3.55
2785,49.866667,3.15
2786,49.533333,3.316667
2787,49.65,3.666667
2788,49.65,3.433333
2789,49.833333,3.9
2790,49.666667,3.783333
27902,48.866667,0.75
27903,49.133333,0.483333
2791,49.533333,3.733333
27912,49.133333,1.566667
2792,49.083333,3.216667
2793,49.466667,3.233333
2794,49.183333,3.7
2795,49.4,3.116667
2796,49.183333,3.283333
2797,49.383333,3.616667
2798,48.9,3.4
2799,49.283333,3.283333
2800,48.966667,3.45
28001,48.783333,1.433333
28002,48.2048,1.82445
28003,48.716667,1.3
28004,48.3333,1.66667
28005,48.2333,1.36667
28006,48.45,1.4
28007,48.85,1.433333
28008,48.55,1.166667
28009,48.35,1.916667
2801,49.733333,3.983333
28010,48.266667,0.95
28012,48.1,1.116667
28013,48.4333,1.81667
28014,48.6667,1.3
28015,48.45,1.766667
28017,48,1.28333
28018,48.2,0.916667
28019,48.333333,1.616667
28020,48.1667,1.61667
28021,48.366667,1.333333
28022,48.4833,1.4
28023,48.5325,1.65111
28024,48.416667,1.483333
28025,48.2667,1.96667
28026,48.3317,1.90528
28027,48.1333,0.983333
28028,48.1,1.56667
28029,48.15,1.8
28030,48.6833,0.966667
28031,48.25,0.95
28032,48.2973,1.65472
28033,48.5,1.06667
28034,48.5362,1.47917
28035,48.3833,1.55
28036,48.85,1.55
28037,48.75,1.05
28038,48.216667,0.916667
28039,48.4333,1.71667
2804,49.3,3.333333
28040,48.4833,1.21667
28041,48.3,1.3
28042,48.516667,1.75
28043,48.633333,1.2
28044,48.0475,1.1525
28045,48.7333,1.26667
28046,48.6833,0.9
28047,48.333333,1.7
28048,48.317,1.42722
28049,48.3,1.5
2805,49.383333,3.35
28050,48.85,1.46667
28051,48.183333,1.4
28052,48.5667,1.5
28053,48.6333,1.33333
28054,48.65,1.4
28055,48.6333,1.43333
28056,48.7448,1.58611
28057,48.266667,1.383333
28058,48.666667,1.516667
28059,48.6833,1.06667
2806,49.183333,3.466667
28060,48.533333,1.383333
28061,48.2167,1.18333
28062,48.75,1.51667
28063,48.3167,0.9
28064,48.8,1.5
28065,48.166667,1.516667
28066,48.233333,1.25
28067,48.383333,1.25
28068,48.55,1.433333
28069,48.766667,1.566667
2807,49.65,3.2
28070,48.466667,1.5
28071,48.4,1.083333
28072,48.3109,0.868333
28073,48.4923,1.65667
28074,48.4245,1.81417
28075,48.033333,1.316667
28076,48.7287,1.50167
28077,48.65,0.866667
28078,48.116667,0.916667
28079,48.15,1.05
2808,49.95,3.183333
28080,48.2,0.933333
28081,48.283333,1.3
28082,48.7,1.45
28083,47.9667,1.33333
28084,48.55,1.55
28085,48.45,1.5
28086,48.3,1.066667
28087,48.7,1.23333
28088,48.0833,1.33333
28089,48.583333,1.25
2809,49.15,3.7
28090,48.65,1.016667
28091,48.3492,1.20417
28092,48.358333,1.883333
28093,48.116667,1.183333
28094,48.666667,1.5
28095,48.4,1.35
28096,48.8833,1.48333
28097,48.583333,1.333333
28098,48.75,1.43333
28099,48.45,1.21667
2810,49.25,3.083333
28100,48.45,1.366667
28101,48.0833,1.48333
28102,48.55,1.383333
28103,48,1.23333
28104,48.4833,1.58333
28105,48.3167,1.06667
28106,48.1167,1.45
28107,48.3667,1.51667
28108,48.1333,1.6
28109,48.35,1.15
2811,49.383333,3.666667
28110,48.4209,1.49695
28111,48.233333,0.866667
28112,48.35,0.916667
28113,48.65,1.55
28114,48.15,1.6
28115,48.083333,1.15
28116,48.45,1.25
28117,48.666667,1.283333
28118,48.6833,1.5
28119,48.266667,1.05
2812,49.266667,3.266667
28120,48.667,1.0775
28121,48.116667,1.866667
28122,48.35,1.5
28123,48.216667,1.116667
28124,48.766667,1.15
28125,48.633333,1.133333
28126,48.15,1.466667
28127,48.2,1.28333
28128,48.516667,1.35
28129,48.3833,1.81667
2813,49.783333,3.5
28130,48.5333,1.15
28131,48.316667,1.983333
28132,48.1,1.366667
28133,48.033333,1.266667
28134,48.7333,1.36667
28135,48.6,1.7
28136,48.716667,1.416667
28137,48.55,1.73333
28138,48.566667,1.316667
28139,48.3167,1.33333
2814,49.9,3.683333
28140,48.6167,1.68333
28141,48.333333,1.383333
28142,48.3,1.35
28143,48.716667,1.216667
28144,48.2333,0.816667
28145,48.216667,1.65
28146,48.683333,1.583333
28147,48.5333,1.23333
28148,48.4637,1.12861
28149,48.6167,0.916667
2815,49.783333,3.1
28150,47.983333,1.35
28151,48.7125,1.04667
28153,48.15,1.35
28154,48.466667,1.316667
28155,48.65,1.25
28156,48.5,1.01667
28157,48.1667,1.66667
28158,48.4,1.41667
28159,48.6,1.016667
2816,49.183333,3.533333
28160,48.4,1.66667
28161,48.2667,1.1
28162,48.3,1.48333
28163,48.516667,1.416667
28164,48.2667,1.81667
28165,48.366667,0.966667
28166,48.4333,1.13333
28167,48.4,1.233333
28168,48.533333,1.7
28169,48.4333,1.91667
2817,49.3,3.633333
28170,48.7,1.28333
28171,48.7,1.33333
28172,48.5667,1.66667
28173,48.4687,1.53667
28174,48.55,1.283333
28175,48.3,0.933333
28176,48.233333,1.483333
28177,48.4,1.53333
28178,48.75,1.483333
28179,48.1833,1.73333
28180,48.9167,1.51667
28181,48.616667,1.383333
28182,48.166667,1.233333
28183,48.35,1.95
28184,48.35,1.833333
28185,48.766667,1.55
28186,48.366667,1.966667
28187,48.916667,1.5
28188,48.5,1.71667
28189,48.216667,1.816667
2819,49.716667,4.05
28190,48.0909,1.66222
28191,48.6,1.65
28192,48.3167,1.11667
28193,48.783333,1.533333
28194,48.45,1.633333
28195,48.566667,1.616667
28196,48.3006,1.2475
28197,48.3,1.933333
28198,48.083333,1.383333
28199,48.2,1.883333
2820,49.633333,3.25
28200,48.583333,1.133333
28201,48.516667,1.55
28202,48.616667,0.916667
28203,48.466667,1.2
28204,48.05,1.18333
28205,48.0833,1.25
28206,48.7,1.18333
28207,48.366667,1.866667
28208,48.5,1.73333
28209,48.4667,1.48333
2821,49.616667,3.566667
28210,48.3,1.833333
28211,48.15,1.26667
28212,48.116667,1.733333
28213,48.65,1.53333
28214,48.466667,1.016667
28215,48.3167,1.78333
28216,48.733333,1.283333
28217,48.616667,1.083333
28218,48.433333,1.466667
28219,48.233333,1.033333
2822,49.3,3.1
28220,48.4167,1.48333
28221,48.1167,1.78333
28222,48.3,1.4
28223,48.7167,1.4
28224,48.05,1.416667
28225,48.35,1.266667
28226,48.633333,1.15
28227,48.5833,1.58333
28228,48.666667,1.15
28229,48.45,1.466667
2823,49.783333,3.8
28230,48.4,1.85
28231,48.65,0.983333
28232,48.516667,0.983333
28233,48.1167,1.33333
28234,48.3667,1.25
28235,48.7667,1.51667
28236,48.3333,0.833333
28237,48.366667,0.933333
28238,48.6,1.3
28239,48.6745,1.38861
2824,49.516667,3.65
28241,47.983333,1.416667
28242,48.2833,1.18333
28243,48.3,1.9
28244,48.183333,1.833333
28245,48.3667,1.38333
28246,48.2833,1.46667
28247,48.9,1.533333
28248,48.6,1.1
28249,48.55,1.6
2825,49.65,3.283333
28250,48.2498,1.27472
28251,48.716667,1.433333
28252,48.25,0.983333
28253,48.366667,1.433333
28254,48.5,1.31667
28255,48.383333,1.7
28256,48.1167,1.38333
28257,48.3667,1.83333
28258,48.266667,1.55
28259,48.2167,1.4
2826,49.833333,3.833333
28260,48.1833,1.33333
28261,48.2833,1.16667
28262,48.016667,1.233333
28263,48.7333,1.01667
28264,48.4,1.033333
28265,48.3833,1.01667
28266,48.516667,1.716667
28267,48.7667,1.36667
28268,48.3833,1.83333
28269,48.4,1.5
2827,49.716667,3.716667
28270,48.2167,1.43333
28271,48.65,0.933333
28272,48.25,1.183333
28273,48.2,1.05
28274,48.3,1.78333
28275,48.6025,1.515
28276,48.266667,1.883333
28277,48.2,1.53333
28278,48.433333,1.583333
28279,48.65,1.533333
2828,49.416667,3.416667
28280,48.316667,0.833333
28281,48.383333,1.366667
28282,48.35,1.18333
28283,48.116667,1.5
28284,48.233333,1.916667
28285,48.466667,1.733333
28286,48.3833,1.3
28287,48.15,1.7
28288,48.3667,1.91667
28289,48.622,1.47306
2829,49.433333,3.383333
28290,48.4167,1.28333
28291,48.35,1.76667
28292,48.7,1.466667
28293,48.8667,1.46667
28294,48.4,1.95
28295,48.016667,1.483333
28296,48.05,1.583333
28297,48.316667,1.583333
28298,48.6,1.55
28299,48.7,1.56667
2830,50.016667,3.6
28300,48.1833,1.9
28301,48.5,1.46667
28302,48.483333,1.166667
28303,48.1,1.833333
28304,48.2833,1.71667
28305,48.183333,1.466667
28306,48.2167,1.46667
28307,48.716667,1.533333
28308,48.716667,1.133333
28309,48.366667,1.633333
2831,49.9,4.2
28310,48.6,0.966667
28311,48.2,1.86667
28312,48.633333,1.366667
28313,48.3392,1.74695
28314,48.6,0.933333
28315,48.7167,1.08333
28316,48.666667,0.85
28317,48.45,1.75
28318,47.983333,1.283333
28319,48.266667,1.933333
2832,49.883333,3.733333
28320,48.25,1.56667
28321,48.8395,1.48472
28322,48.716667,0.966667
28323,48.65,1.216667
28324,48.483333,1.266667
28325,48.4667,1.36667
28326,48.2667,1.26667
28327,48.1953,0.827778
28328,48.566667,1.45
28329,48.1333,1.36667
28330,48.04,1.47
28331,48.35,0.983333
28332,48.733333,1.4
28333,48.4,1.183333
28334,48.066667,1.3
28335,48.45,1.01667
28336,48.316667,1.216667
28337,48.416667,1.366667
28338,48.533333,1.45
28339,48.4167,1.26667
2834,49.533333,3.433333
28340,48.033333,1.25
28341,48.616667,1.25
28342,48.2833,0.833333
28343,48.7,1.55
28344,48.4167,1.73333
28346,48.7167,1.1
28347,48.8167,1.56667
28348,48.766667,1.216667
28349,48.65,1.61667
28350,48.433333,1.316667
28351,48.583333,1.183333
28352,48.616667,1.616667
28353,48.15,1.41667
28354,48.5,1.083333
28355,48.85,1.53333
28356,48.0667,1.15
28357,48.55,1.58333
28358,48.5,1.53333
28359,48.766667,1.25
28360,48.5953,1.27917
28361,48.517,1.76083
28362,48.4,0.966667
28363,48.416667,1.883333
28364,48.183333,1.566667
28365,48.35,1.35
28366,48.383333,1.733333
28367,48.15,1.86667
28368,48.6333,1.03333
28369,48.6667,1.26667
28370,48.25,1.316667
28371,48.85,1.41667
28372,48.666667,1.566667
28373,48.55,1.033333
28374,48.6,1.43333
28375,48.7667,1.48333
28376,48.1667,0.883333
28377,48.8333,1.36667
28378,48.2667,0.866667
28379,48.5167,1.58333
28380,48.416667,1.6
28382,48.0833,1.75
28383,48.3333,1.6
28384,48.566667,1.333333
28385,48.4,1.133333
28386,48.5695,1.25139
28387,48.316667,0.983333
28388,48.3833,1.46667
28389,48.0167,1.38333
28390,48.166667,1.766667
28391,48.1942,1.93556
28392,48.233333,1.866667
28393,48.6009,1.38111
28394,48.683333,1.333333
28395,48.283333,0.866667
28396,48.2,1.33333
28397,48.4667,1.68333
28398,48.2,1.1
28399,48.616667,1.533333
28400,48.0948,1.51361
28402,48.516667,1.316667
28403,48.3853,1.47833
28404,48.716667,1.366667
28405,48.7667,1.3
28406,48.2167,1.71667
28407,48.266667,0.916667
28408,48.3833,1.91667
28409,48.2667,1.21667
28410,48.0333,1.51667
28411,48.233333,1.55
28412,48.2333,1.6
28413,48.55,1.083333
28414,48.392,1.20695
28415,48.6667,1.46667
28416,48.2833,1.56667
28417,48.616667,1.566667
28418,48.133333,1.483333
28419,48.283333,1.416667
28420,48.683333,1.133333
28421,48.4,1.716667
28422,48.266667,1.633333
28423,48.55,1.61667
28424,48.2,1.2
28425,48.516667,1.7
28426,48.25,1.75
29001,48.25,-4.316667
29002,47.9,-3.433333
29003,48.016667,-4.533333
29004,47.933333,-3.7
29005,47.85,-3.6
29006,47.8667,-4.11667
29007,48.4,-3.75
29008,48.083333,-4.516667
29010,48.533333,-4.116667
29011,48.4333,-4.51667
29012,48.45,-3.583333
29013,48.383333,-3.916667
29014,48.533333,-3.65
29015,48.5,-4.5
29016,48.3,-3.95
29017,48.483333,-4.716667
29018,48.35,-3.85
29019,48.4,-4.483333
29021,48.666667,-4.316667
29022,48.283333,-4.6
29023,48.666667,-3.916667
29024,48.283333,-3.583333
29025,48.1667,-4.13333
29026,48.2,-4.08333
29027,48.1833,-3.81667
29028,48.05,-4.65
29029,48.2333,-3.66667
29030,48.666667,-4.1
29031,47.8,-3.58333
29032,47.9,-4.06667
29033,48.25,-3.88333
29034,48.4833,-3.8
29035,48.5,-4.533333
29036,48.283333,-3.783333
29037,47.883333,-4.15
29038,48.4167,-3.95
29039,47.8667,-3.91667
29040,48.366667,-4.766667
29041,48.066667,-3.833333
29042,48.25,-4.48333
29043,48.3667,-4.25
29044,48.2167,-4.16667
29045,48.4,-4.26667
29046,48.1,-4.333333
29047,48.533333,-4.366667
29048,48.1,-3.983333
29049,48,-3.88333
29051,48,-4.03333
29052,48.016667,-4.566667
29053,48.3,-4.183333
29054,48.4,-3.85
29055,48.566667,-4.333333
29056,48.4333,-4.31667
29057,47.916667,-3.983333
29058,47.9,-4.016667
29059,48.6,-3.75
29060,47.916667,-4.116667
29061,48.45,-4.46667
29062,48.1667,-3.96667
29063,48.05,-4.6
29064,48.633333,-4.3
29065,48.016667,-4.266667
29066,48.05,-4.2
29067,48.5167,-3.58333
29068,48.55,-3.96667
29069,48.433333,-4.566667
29070,48.0167,-4.36667
29071,47.933333,-3.416667
29072,47.7953,3.71611
29073,48.666667,-3.7
29074,48.4833,-4
29075,48.433333,-4.4
29076,48.483333,-4.566667
29077,48.633333,-4.416667
29078,48.3333,-4.16667
29079,48.633333,-3.933333
29080,48.3333,-4.23333
29081,48.3667,-3.75
29082,48.7445,3.98917
29083,48.0362,3.14889
29084,48.3975,3.04306
29085,47.8333,-4.16667
29086,48.366667,-4.216667
29087,48.066667,-4.25
29089,48.266667,-3.633333
29090,48.083333,-4.266667
29091,48.65,-4.366667
29093,48.5667,-4.41667
29094,48.583333,-4.35
29095,48.466667,-4.366667
29097,48.5,-4.03333
29098,48.45,-4.766667
29099,48.5667,-4.65
29100,48.55,-4.383333
29101,48.5833,-4.56667
29102,48.2333,-3.73333
29103,48.45,-4.25
29104,48.3,-4.26667
29105,48.516667,-4.066667
29106,48.083333,-4.05
29107,48.0667,-3.98333
29108,48,-4.33333
29109,48.5333,-4.73333
29110,48.0667,-3.91667
29111,48.583333,-4.2
29112,48.4833,-4.75
29113,48.6473,2.28473
29114,48.483333,-3.666667
29115,48.3,-3.9
29116,48.5,-4.2
29117,48.5667,-4.51667
29119,48.4667,-3.63333
29120,48.283333,-4.466667
29121,48.5,-4.733333
29122,48.133333,-3.833333
29123,48.2,-3.9
29124,48.566667,-4.316667
29125,48.1,-3.783333
29126,48.55,-4.4
29127,48.4667,-3.96667
29128,48.4731,3.90556
29129,48.35,-3.7
29130,48.3748,3.35639
29131,48.45,-4.066667
29132,48.6167,-3.86667
29133,48.7,-3.65
29134,48.1,-4.2
29135,47.8333,-4.16667
29136,47.9333,-3.48333
29137,48.3167,-4.3
29139,48.2833,-4.05
29140,48.383333,-4.3
29141,48.3167,-3.86667
29142,48.1823,3.97223
29143,48.033333,-4.433333
29144,48.45,-4.16667
29145,48.05,-4.43333
29146,47.9,-3.833333
29147,47.9,-3.58333
29148,48.6167,-4.01667
29149,48.4667,-4.56667
29150,47.816667,-3.633333
29151,48.583333,-3.833333
29152,48.2,-3.55
29153,47.816667,-3.783333
29156,48.433333,-4.233333
29158,47.8123,3.66223
29159,47.9333,-4.3
29160,48.5,-4.43333
29161,47.9,-4.033333
29162,48.233333,-3.966667
29163,48.5,-3.866667
29165,47.8167,-4.21667
29166,48.15,-4.233333
29167,47.983333,-4.266667
29168,48.0333,-4.66667
29169,48.0833,-4.18333
29170,47.933333,-4.15
29171,47.8333,-4.28333
29172,48.183333,-4.233333
29173,48.0167,-4.21667
29174,47.9,-4.28333
29175,48.25,-3.83333
29176,48.1,-4.21667
29177,48.4333,-4.73333
29178,48.5333,-4.65
29179,48.5333,-4.31667
29180,48.45,-4.15
29181,48.483333,-4.25
29182,48.616667,-3.666667
29183,48.566667,-3.616667
29184,48.6333,-4
29185,48.6667,-4.16667
29186,48.64,2.17778
29187,48.5667,-4.15
29188,48.7,-3.8
29189,48.3667,-4.36667
29190,48.35,-4.716667
29191,48.5167,-3.71667
29192,48.6667,-4.05
29193,48.55,-4.08333
29195,48.6,-4.5
29196,48.5333,-4.6
29197,48.015,3.51389
29198,48.6167,-4.3
29199,48.5667,-3.7
29201,48.4,-4.71667
29202,48.45,-3.883333
29203,48.65,-4.31667
29204,48.516667,-4.216667
29205,48.3,-3.6
29206,48.6167,-4.21667
29207,48.535,2.21028
29208,48.5095,3.31306
29209,48.5333,-4.45
29210,48.5833,-4.03333
29211,48.3167,-3.73333
29212,48.383333,-4.616667
29213,48.6,-4.11667
29214,47.916667,-4.366667
29215,47.9833,-4.41667
29216,47.9833,-4.18333
29217,47.85,-3.75
29218,48.5,-4.05
29219,48.5667,-3.63333
29220,47.8667,-4.21667
29221,48.5,-4.766667
29222,48.216667,-4.066667
29224,48.05,-4.33333
29225,47.95,-4.366667
29226,48.083333,-4.416667
29227,48.333333,-3.65
29228,48.0167,-4.61667
29229,48.1167,-4.11667
29230,47.9667,-3.53333
29233,47.866667,-3.55
29234,47.85,-3.46667
29235,48.4,-4.4
29236,47.833333,-3.7
29237,48.466667,-4.2
29238,48.3167,-4.55
29239,48.733333,-3.983333
29240,48.266667,-4.2
29241,47.966667,-3.833333
29243,48.1833,-4.06667
29244,48.55,-4.183333
29245,48.45,-4.333333
29246,48.3667,-4.11667
29247,47.933333,-4.016667
29248,48.6,-4.383333
29249,48.166667,-3.783333
29250,48.216667,-3.633333
29251,48.7,-3.76667
29252,47.8667,-4.28333
29254,48.5833,-3.83333
29255,48.566667,-4.266667
29256,48.2,-4.283333
29257,48.5659,3.39723
29259,48.683333,-3.983333
29260,48.433333,-4.616667
29262,48.45,-4
29263,48.2333,-4.06667
29264,48.5167,-4.15
29265,48.566667,-3.866667
29266,48.516667,-3.95
29267,48.166667,-3.883333
29268,48.483333,-4.333333
29269,47.95,-3.633333
29270,48.4,-4.23333
29271,48.6,-4.13333
29272,47.966667,-3.933333
29273,48.7,-4.033333
29274,48.0333,-3.7
29275,48.4333,-3.68333
29276,48.6667,-4.06667
29277,48.4,-4.08333
29278,48.2,-3.716667
29279,48.6,-3.9
29280,48.2333,-4.35
29281,48.0333,-3.83333
29282,48.3667,-4.73333
29284,47.816667,-4.266667
29285,48.633333,-4.1
29286,48.416667,-4.166667
29287,48.616667,-4.266667
29288,48.55,-4.28333
29289,48.25,-4.216667
29290,48.55,-4.533333
29291,48.1,-3.866667
29292,47.8833,-4.33333
29293,47.85,-3.85
29294,48.4,-4.133333
29295,48.5,-4.25
29296,47.9,-4.216667
29297,47.8984,2.4675
29298,47.9167,-4.31667
29299,48.5,-4.6
29300,47.9,-3.633333
29301,48.6167,-4.08333
29302,48.2545,3.91
29901,48.333333,-4.766667
29902,48.283333,-4.116667
29930,47.8,-4.216667
29932,48.283333,-4.516667
29933,47.766667,-3.55
29934,48.233333,-4.5
29935,48.1,-4.35
29938,47.808333,-3.716667
